Initialization has begin.
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:talk.politics.misc
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:talk.politics.misc
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.baseball
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:comp.os.ms-windows.misc
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:misc.forsale
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:misc.forsale
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.baseball
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:talk.politics.guns
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:rec.sport.hockey predict_label:rec.sport.hockey
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:talk.religion.misc
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:talk.religion.misc
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:talk.politics.misc
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:talk.politics.guns
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:comp.windows.x
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:comp.graphics
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:talk.politics.mideast
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.crypt predict_label:sci.crypt
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.sys.ibm.pc.hardware
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.sys.ibm.pc.hardware
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:misc.forsale
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.os.ms-windows.misc
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.sys.mac.hardware
true label:sci.electronics predict_label:comp.graphics
true label:sci.electronics predict_label:misc.forsale
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.graphics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.space
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.graphics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.sys.mac.hardware
true label:sci.electronics predict_label:comp.graphics
true label:sci.electronics predict_label:comp.os.ms-windows.misc
true label:sci.electronics predict_label:talk.religion.misc
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.os.ms-windows.misc
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:rec.autos
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.sys.ibm.pc.hardware
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.sys.ibm.pc.hardware
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.graphics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.sys.mac.hardware
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:misc.forsale
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.crypt
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:misc.forsale
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.sys.mac.hardware
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.sys.ibm.pc.hardware
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:rec.motorcycles
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:rec.autos
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.sys.mac.hardware
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.sys.ibm.pc.hardware
true label:sci.electronics predict_label:comp.sys.ibm.pc.hardware
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:misc.forsale
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:misc.forsale
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.sys.mac.hardware
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:rec.autos
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.sys.ibm.pc.hardware
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.sys.ibm.pc.hardware
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:comp.sys.mac.hardware
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:sci.electronics
true label:sci.electronics predict_label:misc.forsale
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:comp.graphics
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:alt.atheism
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:talk.politics.guns
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.electronics
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
true label:sci.med predict_label:sci.med
